Date / Time,City,State,Shape,Duration,Summary,Posted
12/28/13 03:55,Zionsville,IN,Circle,Seconds,While driving a unidentifiable white light flew West and was out of sight as fast as it appeared.,41649
12/26/13 23:00,Glen Burnie,MD,Circle,3 minutes,"I saw a round, orb-shaped object last night. It was dark, with stars out last night, clear sky. It had a lot of red flashing lights.",41649
12/26/13 22:15,Boynton Beach,FL,Circle,90 seconds,While walking Westbound I saw a large bright orange round object at roof top level moving upward at about a 60° angel in a south by sou,41649
12/26/13 21:25,Kearns,UT,Circle,2 minutes,Two circular objects red/orange above SLC moving north bound 9:25pm thursday 12-26-13.,41649
12/26/13 18:00,Alpharetta,GA,Circle,20 minutes,Four orange circular objects with triangle and lights at the top.,41649
12/26/13 04:30,St. Louis,MO,Circle,15 seconds,"Let my dog outside, when trying to get dog back inside Green object with blinking green light and white lite did nose dive and then van",41649
12/26/13 03:00,Bartow County (Hwy 20; near Wilderness Camp Rd.),GA,Circle,~1 minute,Ultra bright bluish circle hovered then shot to the ground on north side of Lake Allatoona.,41649
12/25/13 20:35,Weston,FL,Circle,0.0625,Circular flashing orb in red crossing sky in about a minute of clear site. Never seen anything like it!,41649
12/25/13 17:42,Calabasas,CA,Circle,half hour,The brightest light I've ever seen sat in the north western sky and appeared to set as the sun would. I have no idea what that was but,41649
12/25/13 07:55,Bear,DE,Circle,5 minutes,Orange light somewhat bright. Moing slower than airplane two together went backin house to check on I pone app. Not a planet or star .,41649
12/25/13,Apple Valley,MN,Circle,30 sec x 4,4 flying orange bright ball shape objects that I filmed at night. I have never seen anything like it before.,41649
12/24/13 23:40,San Diego,CA,Circle,20 minutes,"Slow low movng then rise, hover. south west sky over ocean.",41649
12/24/13 22:30,Covington,LA,Circle,10 minutes,Low flying bright orange circular appearing objects in the sky.,41649
12/24/13 22:15,Jacksonville,FL,Circle,90 seconds,Bright red flashing moving slow from NNW to the SSE,41649
12/24/13 22:00,Post Falls,ID,Circle,10 minutes,"3 orange balls moving silently across the sky, and changing direction.",41649
12/24/13 21:15,Rutland,MA,Circle,10 minutes,Unexplained saucerlike aircrafts in Massachusetts,41649
12/24/13 20:15,Pullman,WA,Circle,5 minutes,Orange orb.,41649
12/24/13 19:45,Boise,ID,Circle,10 minutes,"4, red, orenge, lights, in, the, sky.",41649
12/24/13 19:00,Bethel Park,PA,Circle,3 minutes,"5 Red pulsating lights in the sky over Bethel Park, PA on Christmas Eve 2013.",41649
12/24/13 19:00,Caldwell,ID,Circle,10 minutes,9 orange lights hovering Northwest of Caldwell,41649
12/24/13 17:00,Laguna Woods,CA,Circle,,Two ufos flying behind house.,41649
12/24/13 07:45,Norwalk,CT,Circle,Few minutes,We were driving home and out of the corner of my eye i spot 3 circular lights moving in strange patterns. 2 more flew up in the same st,41649
12/23/13 23:00,Parksville (Canada),BC,Circle,5 minutes,7 colored Orbs in a staggered V shape flying towards military base in Canada.,41649
12/23/13 22:22,Anchorage,AK,Circle,10 seconds,"At least 40 round red orbs hovering in formation above the hillside, disappeared quickly.",41649
12/23/13 19:30,Orange,CA,Circle,30 seconds,Orange light pulses then disappears.,41649
12/23/13 07:00,Cape Coral,FL,Circle,1 hour,"White orange circle. ((NUFORC Note: Possible contrails, reflecting rising sun?? PD))",41649
12/21/13 20:50,Sparks,NV,Circle,2-3 seconds,"On a crystal clear winter night, I watched a bright blue ball descend at about a 35-degree angle west of our house.",41631
12/19/13 22:30,Brecksville,OH,Circle,30-45 minutes,"5-6 dim lights moving oddly in a circle, than intertwine/meet in the middle. ((NUFORC Note: Advertising lights?? PD))",41631
12/19/13 19:30,San Anselmo,CA,Circle,3 minutes,"Bright orange light moving away, then returned and disappeared.",41631
12/19/13 18:00,Goodyear,AZ,Circle,60 seconds,My friends and I were enjoying an evening cocktail when we noticed a bright orange sphere traveling from northwest to southeast. It wa,41631
12/19/13 16:00,Anchorage,AK,Circle,~5 minutes,"Two large, bright red, circular objects falling out of the sky over Elmendorf AFB.",41631
12/18/13 23:00,East Longmeadow,MA,Circle,5 minutes,5 bright navigating objects in night sky,41740
12/16/13 06:30,Corner,AL,Circle,,Unknown object that is unexplained,41631
12/15/13 17:30,Moonbeam (Canada),ON,Circle,on going,"Two and Three round objects above and around my home, lights change to red and white. Moving higher up,side to side after awhile",41684
12/14/13 22:10,Auckland (New Zealand),,Circle,10-12 minutes,Orange Orb like Objects cruise past us like a small aircraft and then just Disappear our Camera would not record,41631
12/14/13 21:00,Jacksonville,FL,Circle,1 minute,At night I look up at the sky to admire the stars if I am walking home from work at night. This night in particular I was walking from,41649
12/14/13 16:00,Maricopa,AZ,Circle,30-40 seconds,circular silver object moving slow almost hovering..sun reflected off it ..went straight up and disappeared within 5 secs clearblu sky,41631
12/13/13 23:00,West Palm Beach,FL,Circle,30 seconds,Circle inside circle super fast no noise,41631
12/13/13 18:30,Hartford,CT,Circle,,Circle bright object went in a zig-zag.,41631
12/13/13 18:10,Whitman,MA,Circle,30 minutes,"It started off with one single orange glowing ball of light. At first it was stationary, but then began moving to the right at a slow p",41631
12/13/13 17:30,Wakefield,MA,Circle,30 seconds,Bright white light that shot across the sky and then disappeared.,41631
12/13/13 17:30,Gloucester,MA,Circle,45 seconds,Saw an orange light with a small streak behind it moving extremely fast either traveling out towards the ocean.,41631
12/13/13 03:30,Princeton,WV,Circle,3 minutes,"Light yellowish white circle of light looking like a full moon started moving, descending down behind trees of horizon.",41631
12/12/13 20:00,Canyon Lake,CA,Circle,5 seconds,"A large orange light. Bigger than a star, smaller than the moon at about a 30degree arc from the ground. It moved straight down for 5",41631
12/12/13 18:26,La Porte,IN,Circle,1 hour,Bright star in western sky. ((NUFORC Note: We suspect that the object may be Venus. PD)),41631
12/12/13 01:30,Rio Arriba County,NM,Circle,30 minutes,Quick history: 8 Years Military Army Medical Officer to rank of Captain; Vietnam vet w/bronze star-- 4 year degree in Biology Univ of C,41631
12/10/13 22:00,Zim,MN,Circle,Hour,"Northern Minnesota. ((NUFORC Note: Sightings of ""twinkling"" stars, we suspect. PD))",41620
12/10/13 09:14,Oshawa (Canada),ON,Circle,5 minutes,Strange Bright Light Beside the Sun.,41620
12/10/13 08:50,Evans,GA,Circle,4 seconds,Orange lights in evan gorgia where belair rd an i20 cross over each other.,41620
12/9/13 17:45,Bristol,WI,Circle,60 seconds,Orange glowing objects sighted north of Sun Prairie 12092013 after dusk,41631
12/9/13 06:16,Thornton,CO,Circle,3 minutes,"Was driving home from a friends house. seen 4 lights in the sky that were flying west in a flashing red, and orange.. they disappeared",41620
12/8/13 21:30,Wildomar,CA,Circle,,Red light traveling fast.,41620
12/8/13 10:25,Tampa,FL,Circle,2-3 minutes,"UFO spotted from a distance, round or almost pear/diamond shaped object, white in color, and absolutely no sound came from it.",41620
12/7/13 23:14,Fayetteville,NC,Circle,50 seconds,"I was watching a movie on my smartphone, suddenly the movie stopped playing to buffer. As I was waiting for it to continue I noticed 3",41620
12/7/13 22:50,Costa Rica (Riu Palace Hotel),,Circle,10 minutes,Round orange-red lite in sky in costa rica near riu palace hotel,41631
12/7/13 21:24,Yuba City,CA,Circle,5 minutes,West of Yuba City multiple witnesses scene 4 orange circular objects hovering in the sky for approximately 5 min..,41620
12/7/13 21:15,Roscoe,IL,Circle,5 seconds,Orange globe moving in the sky.,41620
12/7/13 18:30,Rutland,VT,Circle,3 minutes,The object changed from orange to white light then back to orange.,41620
12/7/13 10:00,Grand Rapids,MI,Circle,1 second,"Circle craft captured in 2 of 3 pictures, near Grand Rapids, MI.",41631
12/7/13 07:16,Summerville,SC,Circle,2 minutes,Amazing glowing circle.,41803
12/7/13 02:30,Virginia (northern),VA,Circle,3 minutes,3 small dots in the nights sky and only objects in the sky. Were in triangle formation began to take poults and videotape. Have on vid,41620
12/7/13 02:22,Laguna Beach,CA,Circle,3 seconds,"At 2:22 I was looking up at sky light, a big bright ball of light with entrails heading Northwest flew past at very fast speed, it was",41620
12/6/13 21:45,Largo,FL,Circle,5 minutes,"Saw a flashing light move strait up,stop still in the sky & strait sideways & then lower down slow",41620
12/6/13 20:00,The Colony,TX,Circle,1 minute,Blue and green circular light seen above texas ice storm.,41620
12/6/13 19:15,Port Charlotte,FL,Circle,15-20 seconds,"Orange light, possibly circle shaped moved slowly in the night sky before fading out.",41620
12/6/13 19:00,Aiea,HI,Circle,2-3 minutes,"Orb On Oahu, Hawaii Friday December 6th About 1900hrs seen going East and West Then Military Follow.",41620
12/6/13 06:40,Lake Bluff,IL,Circle,<1 minute,"Two bright yellow balls over Rte. 41 danced, twisted, and took off in two opposite directions! Less than 1 Minute! Both GONE!",41620
12/6/13 01:30,Tulsa,OK,Circle,15 minutes,"During the snow fall on Friday night, I stepped out for a cigarette. I heard a strange sound that seemed to be a mix between very dista",41620
12/5/13 21:30,Palm Springs,FL,Circle,1,Orange fire light flying very high and straight in night sky then fades.,41620
12/5/13 20:30,Broome (Australia),,Circle,30,Interested in what this might be. Originally thought it an aircraft landing at Broome airport but it stayed in same position for 30 min,41613
12/5/13 20:00,Vancouver,WA,Circle,2 minutes,There were two lighted circle objects flying parallel west to east then shot straight up in the sky and disappeared I got a picture of,41620
12/4/13 20:00,Montreal (Canada),QC,Circle,unknown,Red lights motionless in Montreal skies.,41631
12/4/13 17:30,Dudley,MA,Circle,2 minutes,Bright white blinking light. ((NUFORC Note: Sighting of Venus. PD)),41613
12/3/13 22:00,Medford,OR,Circle,30 minutes,"Multi-color lights flashing a pattern. ((NUFORC Note: Probable sighting of star, Sirius. PD))",41613
12/3/13 19:45,Clermont,FL,Circle,Few minutes,"UFO traveling from north to south near Clermont, FL area; went down, then up, and then disappeared across sky.",41620
12/3/13 17:00,Kissimme,FL,Circle,10 minutes,Glowing circular object flaming across the sky leaving glowing white smoke and seen by people playing basketball.,41613
12/2/13 19:00,Antioch,CA,Circle,800 milliseconds,((HOAX??)) BIG circular ball of light flashes across sky at a super fast speed.,41613
12/2/13 18:00,Titusville,FL,Circle,5 minutes,Observed brilliant white circular light emitting a bright blue lazer like beam from each side.,41620
12/2/13 03:00,Lillington,NC,Circle,3 seconds,A quick green light.,41613
12/1/13 23:45,Great Falls,MT,Circle,30 seconds,Two orange spheres traveling on a due west heading.,41649
12/1/13 19:37,Oklahoma City (near),OK,Circle,5-10 minutes,Round,41613
12/1/13 02:25,Arnold,MD,Circle,20 seconds,Red object over Arnold/Annapolis Maryland,41610
11/30/13 21:20,Pune (India),,Circle,5 minutes,"4 round lights circling in 8 shape duing 21.20 in pune, india, spotted for 5 mins.",41610
11/30/13 20:45,Royal Palm Beach,FL,Circle,10 minutes,Circular orange dots moving across the sky and then fizzling out.,41610
11/29/13 20:55,Webster,TX,Circle,120 seconds,"Reddish orange ""light"" traveling in unison with two smaller white ""lights"" at 45 degree angle from each other.",41610
11/29/13 18:50,Urbana,MD,Circle,6 minutes,"A group of orange lights moving south in Urbana, MD along the Ijamsville Rd/Villages of Urbana area.",41610
11/29/13 18:30,Orange Park,FL,Circle,3 minutes,Orange Park Fl 3 minutes pulsating glowing red and orange orb seen by 4 family members.,41610
11/28/13 21:15,Brick,NJ,Circle,2 minutes,Purple spherical light in the sky.,41610
11/28/13 20:40,Westford,MA,Circle,10 seconds,Was driving and saw two circular unidentifies objects zooming past my field of vision. Then a few seconds later they passed by again at,41610
11/28/13 19:45,Lake Havasu City,AZ,Circle,1 hour,Bright Fireball got lower to ground and dimmer until it eventually just faded out. ((NUFORC Note: Sighting of Venus. PD)),41610
11/28/13 18:39,Amory,MS,Circle,several minutes,911 was called; I was told a policeman on duty had seen these bright objects; Columbus AFB confirmed no aircraft flying T'giving Day.,41620
11/28/13 18:10,Vadnais Heights,MN,Circle,90 seconds,"Orange orbs that disappear in sky, seen from Vadnais Heights, MN.",41610
11/28/13 18:05,Azusa,CA,Circle,3 seconds,"Small yellow circular craft, very still, then disappeared very quickly.",41610
11/28/13 18:00,Bowling Green,KY,Circle,45 minutes,Circular object with red and orange lights hovering above scottsville rd area for an hour.,41610
11/28/13 17:30,House Springs,MO,Circle,10 minutes,"Five orange-red objects flying in an inverted Y formation, no.sound.",41610
11/28/13 15:45,Boston,MA,Circle,90 minutes,White circular UFO outside Boston disappears--then reappears atop neon orange vertical-ellipse-shaped cloud & witnessed to Hartford CT.,41610
11/28/13 14:00,Kingston (Canada),ON,Circle,5 minutes,2 Suns? Comet?,41610
11/28/13 07:35,Quakertown,PA,Circle,10,"3 Orange lights in the sky, moving then disappeared. Then the 4th seen then disappeared.",41610
11/27/13 18:00,Old Hickory,TN,Circle,,Orangle lights sightings taking triangle shape and being sent from a white orb like object in the sky.,41610
11/27/13 16:00,Hollister,CA,Circle,5 minutes,Four multi colored orbs/lights over Hollister CA on 11/27/2013.,41610
11/26/13 20:30,Burlington,NC,Circle,15 seconds,Upward curving row or lights flying low over interstate 85 NC.,41610
11/26/13 19:30,Brandon,,Circle,5,"Bright orange balls flying north over Brandon, Florida, at speeds much faster than any jet.",41610
11/26/13 06:00,Fort Mill,SC,Circle,30 seconds,UFO? Over Fort Mill.,41610
11/24/13 23:00,Bend,OR,Circle,5 minutes,We saw 6 very bright orange lights low in the sky. Much larger and brighter then stars.,41610
11/24/13 20:00,Ware,MA,Circle,30 minutes,Bright white light in circle shape over ware mass.,41810
11/24/13 18:24,Hyattsville,MD,Circle,3 hours,"White cirlce of light with red lights in the sky for 3 hours, Way to big to be a star as the other stars in the sky were barley visible",41610
11/24/13 10:00,Antioch,CA,Circle,20 minutes,UFO sighting Antioch CA--4 orange lights.,41610
11/23/13 23:30,Albany,OR,Circle,>1 hour,"5 bright flashing lights, blue, red, green and white.",41610
11/23/13 19:00,Eustis,FL,Circle,45 minutes,Very bright circle of light that did not move for as long as I saw it (about 45 minutes).,41610
11/22/13 20:22,Willard,WI,Circle,3 minutes,"Two small orange glowing lights spotted traveling from west to east. No sound emitted, and lights traveled in a static manner.",41610
11/22/13 01:00,Arapahoe,NC,Circle,5 seconds,3 circles moving in the sky and disappeared about 5 seconds later.,41610
11/22/13 00:00,Tampa,FL,Circle,1.25,Glowing hoop.,41610
11/20/13 00:00,Sun Lakes,AZ,Circle,3 minutes,"Orange ball over Sun Lakes, AZ, fell from sky.",41631
11/20/13 19:45,Oakdale,PA,Circle,south west,I noticed the flying object flew past my house with red and green lights it had some white lights too blinking I noticed it was flying.,41610
11/20/13 18:00,Bridgewater,MA,Circle,,Circle changed shape white lights suspended over house changed formation and up they went.,41610
11/20/13 17:40,Randolph Center,VT,Circle,15 seconds,4 fiery orange colored orbs in Northern sky. Moved from North to West in a perfectly horizontal manner.,41610
11/19/13 20:15,West Chester,OH,Circle,10 minutes,9 orange-red circles in the western sky that faded out over 10 minutes.,41610
11/19/13 17:50,St. Johnsbury,VT,Circle,5 seconds,"4 reddish orange lights appeared one by one, then disappeared one by one, appeared to be headed northeast.",41610
11/19/13 16:00,Paterson,NJ,Circle,All the time,Not crazy looks like star got pics.,41598
11/19/13 07:50,Milton (Canada),ON,Circle,10 seconds,"Large white circular light,Approaching the south,of milton ontario,object veered very quickly to the east.",41598
11/19/13 00:15,Rock Hill,SC,Circle,30 seconds,"One object it was a Circular. Green and reddish/orange lights on the side, middle was a greenish color, moved right.",41598
11/18/13 21:00,Haddam,CT,Circle,2 hours,"Multi-colored flashing orbs in sky over Ct River. ((NUFORC Note: We suspect a ""twinkling"" star sighting. PD))",41598
11/18/13 06:00,Nokesville,VA,Circle,0.0416666667,I was waiting for NASA to send up a rocket and I saw a strange object.,41655
11/17/13 17:45,Carlsbad,NM,Circle,5 minutes,Observed two reddish orange objects moving from west to east above Carlsbad New Mexico about four or five minutes apart. Both objects a,41598
11/17/13 17:00,Reno,NV,Circle,1 hour,"Lights seen hovering over rural Nevada community, witnessed by nearly a dozen residents.",41598
11/17/13 01:30,Cedar Rapids,IA,Circle,at night,November 17 12:55 to 1:30am i was up my boyfriend was asleep and i cant sleep and i decide to go outside have a fresh air and some rea,41598
11/16/13 22:30,Cartersville,GA,Circle,1 minute,"Fireball over Lake Allatoona, Cartersville GA",41598
11/16/13 21:00,Springfield (?),OR,Circle,30 minutes,Was moving in different directions at really fast speeds.,41649
11/16/13 19:00,Boomer,WV,Circle,12 minutes,Lights in small town looks like that of the New Years Eve ball.,41598
11/16/13 09:45,Ames,IA,Circle,45 minutes,"Green, red, and white lights f rom object hovering in the sky.",41598
11/15/13 17:45,Portage,WI,Circle,10 minutes,"Traveling on Friday November 15, 2013, on Hwy 51 North, Just past the town of Portage, WI, The bright Orange Orbs were popping in and o",41716
11/15/13 17:15,Wautoma,WI,Circle,10 seconds,"Two orange fire balls in line with each other, one went out followed by the other. Both reappeared together two seconds later lasted ab",41598
11/15/13 17:00,Hamburg,WI,Circle,20 seconds,"One orb, bright green/blue color, going SW lasted about 20 sec, large and very fast.",41598
11/14/13 20:00,Harrisburg,PA,Circle,1 hour,Large Bright Orb Appearing Periodically.,41610
11/14/13 18:45,Saint Albans,VT,Circle,5 minutes,2 bright orange orbs silently flying through the sky.,41598
11/14/13 18:09,Marshfield,WI,Circle,1.5 minutes,Marshfield WI - 5 lit orange orbs in night sky which darted about then two darted away and three disappeared,41598
11/14/13 16:00,Porterville,CA,Circle,,"((HOAX)) It was orange in Porterville, CA usa.",41598
11/13/13 21:15,Roseville,CA,Circle,10 minutes,Bright Orange balls of light in the sky. Stayed in one place for a few minutes then began moving North until they disappeared.,41598
11/13/13,Granite Falls,WA,Circle,2.5 hours,Hundreds of objects fly over small town in Washington State.,41598
11/12/13 21:00,Buhl,MN,Circle,20 seconds,Three white balls of light shot from the ground up and hoovered for a few seconds b4 flashing out to nothing.,41598
11/12/13 21:00,Salisbury,NC,Circle,10 minutes,"Small, Circular UFO spotted and moves once camera flashes.",41620
11/12/13 19:30,Black Canyon City,AZ,Circle,2 minutes,Near I-17 interstate a formation of orange soft steady glowing obs equally spaced apart were observed by my husband and I. At the time,41598
11/12/13 01:00,Franklin,TN,Circle,2 minutes,It looked like an orange moon setting above the tree line & it slowly descended down into the trees. I've been seeing this same thing,41598
11/10/13 17:00,Grand Junction,CO,Circle,35 minutes,I stepped out to have some Colorado tobacco and faceing east towards the grandmesa I looked up and saw the orange glow of the sunset re,41598
11/10/13 17:00,Metairie,LA,Circle,15 minutes,Single object hovering over Lake Ponchartrain Louisiana.,41589
11/10/13 07:40,John Day,OR,Circle,2 minutes,"Disk over John Day, Oregon. And giant red flames 3 in all taking off by Lakeview, Oregon.",42327
11/10/13 00:20,Albany,OR,Circle,5,Five orange globes in the sky. Soft looking. Moving slowly across the sky.,41589
11/9/13 09:15,Shoto,WI,Circle,3 minutes,Black disk over Shoto.,41589
11/8/13 22:00,Charlotte,NC,Circle,6 minutes,We saw about 13 bright reddish orange cirle lights with two diamond lights in between flying in a line formation.,41598
11/7/13 20:00,Bunnell/Palm Coast,FL,Circle,<1 hour,"UFO Over Bunnell/Palm Coast, FL.",41589
11/7/13 16:52,Lorton,VA,Circle,30+ seconds,Craft hovered overhead visible for about 30 seconds and then disappeared.,41589
11/6/13 20:36,Great Falls,VA,Circle,~69 minutes,CCTV camera records 2 fast traveling lights near Dulles Airport vicinity,41589
11/6/13 19:30,Dothan,AL,Circle,10 seconds,Unidentified flying object seen.,41589
11/5/13 21:10,Langhorne,PA,Circle,2 minutes,Solid orange lights arranged in the shape of the big dipper but with many more in the tail. They floated in sync with each other.,41589
11/5/13 18:45,Lansdale,PA,Circle,3 minutes,5 slow moving glowing objects in the sky.,41589
11/5/13 17:00,Springfield,LA,Circle,15 seconds,Ufo over springfield La.,41589
11/5/13 15:50,Newton,MA,Circle,10 seconds,Star like object travels a course then disappears in day light.,41589
11/4/13 20:00,Salt Lake City,UT,Circle,30 minutes,"Red glowing sphere that appears out of nowhere hovers, moves up",41589
11/4/13 19:00,Napa,CA,Circle,30 seconds,"Three flying objects in a row, red and green lights.",41589
11/4/13 12:30,Durham,NC,Circle,2-3 minutes,Bright flashing white ball in broad daylight,41589
11/3/13 21:00,Middletown,MD,Circle,5 seconds,Circular shimmering object shoots outn of cloud and then turns off like a light. Very high speed.,41610
11/3/13 19:30,Ten Mile,TN,Circle,7 minutes,"Large light appeared over Watts Bar Lake.

Light got bigger and become vertical oblong.

Light was stationary for 3 minutes. Then s",41589
11/3/13 15:00,West Haven,CT,Circle,5-8 minutes,"Strange light next to sun must see , smaller object going around light left trail. ((NUFORC Note: Venus? PD))",41589
11/3/13 07:45,Burns,TN,Circle,10 minutes,2 orange balls of light.,41589
11/3/13 06:35,Boerne,TX,Circle,10 minutes,4 White lights above the clouds going in a circle. Disappeared in an instant one by one.,41589
11/3/13 01:00,Port of Long Beach,CA,Circle,5 seconds,White/blue orb disappeared before hitting ocean.,41589
11/2/13 21:45,Geneva,FL,Circle,3-5 minutes,Strange red lights suspended in air then vanished.,41589
11/2/13 21:00,Aventura,FL,Circle,15 minutes,Viewed 6 circular reddish orange lights rising from ground level to very high altitude.,41589
11/2/13 20:00,Point Pleasant by the Barnegat Bay,NJ,Circle,2 minutes,"Fireball low flying bright orange, silent.",41589
11/2/13 06:40,Woodland,WA,Circle,5 minutes,About a dozen orange lights in the sky under clouds above Woodland hills. Kind of in a triangle form.,41589
11/2/13 02:00,Somerville,MA,Circle,3 hours,"Multiple lights on a round ufo over Boston, MA, Nov. 2, 2013.",41589
11/1/13 22:00,New Paltz,NY,Circle,5 minutes,"Circular object/2 orange, 2 blue lights.",41589
11/1/13 21:00,Marion,NC,Circle,35-45 minutes,"Illuminated Orb hovering over Marion, NC- does this have to do with the ""non- existent Military Base"" behind Baxter.",41589
11/1/13 19:25,Cincinnati,OH,Circle,2 minutes,"3 large orange fiery balls,comet like tails,flying under the cloud coverage in a smooth methodical manner, disappeared, and reappeared",41589
11/1/13 17:30,Liberty Lake,WA,Circle,1 hour,"Bright light. ((NUFORC Note: Sighting of Venus, we suspect. PD))",41589
11/1/13 14:45,Qutong Gorge (Yangtze River) (China),,Circle,Seconds,"China, Circular. 10-20 seconds Along Yangtze River at Qutong Gorge",41598
10/31/13 20:17,Riverview/Brandon,FL,Circle,3 minutes,"Riverview/Brandon FL, 1 strange light that changed direction and color from white to red and green.",41589
10/31/13 06:28,Ocala,FL,Circle,30 minutes,Orange orbs that seperate into three moving extremly fast.,41589
10/29/13 18:00,Santa Cruz,CA,Circle,3 hours,"I feel this is probably a new satellite of some sort, but would like to have it on record as a sighting. ((NUFORC Note: Venus. PD))",41589
10/29/13 00:30,Eastport,MD,Circle,90 minutes,"4 weeks, observed round object in sky with mostly bright white but has flashing red and green lights. ((NUFORC Note: Sirius?? PD))",41589
10/28/13 22:30,Wellington,FL,Circle,3 minutes,2 bright lights.,41589
10/28/13 20:20,Brownsville,TX,Circle,1.5 minutes,"2 orange fiery, round objects flew over brownsville, tx near east price road.",41589
10/28/13 06:20,Dunrobin (Canada),ON,Circle,45 minutes,"Bright white light with less intense light suspended below, not moving rapidly, observed over 40 minutes.",41589
10/27/13 20:00,Meritt Island,FL,Circle,10 minutes,Orange white orbs moving silent.,41589
10/27/13 19:05,Port Alberni (Canada),BC,Circle,5 minutes,"I saw a large, round light, moving extremely slowly towards the top of the mountain across from me at treetop level.",41589
10/27/13 07:02,King,NC,Circle,1,Red orb interaction with aircraft,41589
10/26/13 21:25,La Porte,IN,Circle,2 minutes,Orange glowing luminous object zizagging no noise flying low.,41589
10/26/13 21:00,Beaver,AR,Circle,30 seconds,Orange lights moving slow.start out in straight vertical line.they scatter then disappear in the clouds. They were low and visible and,41589
10/26/13 19:30,Plant City,FL,Circle,1 minute,Bright orange circular object with red lights around it,41589
10/26/13 09:45,Colton's Point,MD,Circle,10 minutes,7 blue circles spotted by 4 people.,41589
10/25/13 23:55,Milford,OH,Circle,10 minutes,6 orange lights moving at high rate of speed,41589
10/25/13 22:15,Waukee,IA,Circle,7 minutes,Multiple bright yellow-red circular lights sighted travelling SW to NE over Waukee towards Des Moines.,41589
10/25/13 19:00,Milwaukee,WI,Circle,2 minutes,Reddish orange lights floating in the sky from west to east,41589
10/25/13 02:15,Beverly Hills,CA,Circle,~1 minute,"Slow moving bright orange fireball appearing somewhat close. Direction unclear, then suddenly disappears.",41589
10/24/13 23:30,Brandon,MS,Circle,10 seconds,"Bluish green object, the size of a dime held at arms length traversing approximately a 10 degree path toward the southwest horizon.",41589
10/24/13 20:00,Garland,TX,Circle,10 minutes,6-8 orange/yellow circles hovering in a zigzag formation.,41589
10/24/13 13:55,Hogansville,GA,Circle,2 minutes,"Early afternoon sighting, made 90 degree turns",41589
