Date / Time,City,State,Shape,Duration,Summary,Posted
11/29/13 23:12,Verona,NJ,Triangle,10 seconds,"Perfect flying V but with lights, no birds or a plane.",41610
11/29/13 20:00,Baltimore,MD,Triangle,5 seconds,Triangle shaped and very bright moving at the same time.,41610
11/29/13 18:15,Kennewick,WA,Triangle,25 minutes,"Triangle lights. Kennewick, WA, 11/29/13.",41610
11/28/13 19:00,Myrtle Beach,SC,Triangle,15 minutes,"7 total objects seen in the sky coming from the vicinity of the ocean, triangular orange lights that seemed to pulsate, stop and hover",41610
11/28/13 18:40,Fairwood,WA,Triangle,2 minutes,Large Triangle UFO Sighting.,41610
11/28/13,Lometa,TX,Triangle,0.75,"3 bright lights hovering soundless in Lometa, Texas, seen by father and daughter.",41613
11/27/13 19:10,Phoenix,AZ,Triangle,30 seconds,"Amber-Orange triangle of 3 lights southeast of Phoenix, AZ.",41610
11/27/13 19:00,Owasso,OK,Triangle,30 minutes,White light triangular over central oklahoma ((NUFORC Note: Sighting of Venus. PD)),41610
11/27/13 18:00,Pueblo,CO,Triangle,50 seconds,Bright Pink Stealth shaped ufo in CO,41610
11/26/13 20:24,Campbell,OH,Triangle,5 minutes,"Near Youngstown, OH- Triangle/Lights on all sides/warm, radiant, shining light/rapid descent/slow, hovering/SILENT.",41610
11/25/13 19:11,Pompano Beach,FL,Triangle,15 minutes,Black triangular object dancing around in the night sky.,41610
11/25/13 18:00,Springfield,VA,Triangle,15,Strange craft on Rolling Road next to military facilities.,41610
11/25/13 17:44,Berwick,PA,Triangle,3 minutes,Triangle UFO with Large Bright Center Light.,41610
11/25/13 01:40,Nashville,TN,Triangle,6 minutes,Nashville Sunday/Monday Morning Triangle UFO.,41610
11/24/13 22:10,Burlington,VT,Triangle,1 minute,Large Black Triangle High Altitude.,41610
11/24/13 21:11,Twin Falls,ID,Triangle,0.8840277778,"Real UFO sightings over city TWINFALLS,id (Triangle) fly over me no sound no noise just light and they are fly, too.",41610
11/24/13 19:00,Caledonia,NY,Triangle,15 minutes,"Triangular shaped UFO caught on camera in southwest sky Caledonia, NY.",41610
11/24/13 18:00,Worcester,MA,Triangle,20 minutes,"Bright stationary object in s/sw night sky. ((NUFORC Note: Sighting of the planet, Venus. PD))",41610
11/24/13 16:38,Bakersfield,CA,Triangle,1 minute,I saw white triangular object with metallic red at the apex. It was very loud and was travelling north.,41610
11/23/13 20:45,Glendale,,Triangle,5-7 minutes,Triangular ufo.,41610
11/23/13 11:51,Sandpoint,ID,Triangle,30 seconds,"Heading Southeast on Hwy 2 from Priest River, Id to Sandpoint, Id at Wrenco Loop Road. Low flying projectile, mirror-like reflective su",41610
11/23/13 00:30,Arlington,TX,Triangle,0.5215277778,silent v shaped ufo all white lights not conventional aircraft lights.,41610
11/22/13 22:30,Port Richey,FL,Triangle,5-7 seconds,Dark wing or triangle shaped soundless object flying at low altitude and extreme speed.,41610
11/21/13 19:45,Philadelphia,PA,Triangle,~5 minutes,Orange Objects Ascending Over Philadelphia,41716
11/21/13 00:30,Brighton,MI,Triangle,10 minutes,Bright light triangle hovering then swiftly changing directions the other way.,41610
11/20/13 22:00,Holden,ME,Triangle,60 seconds,"White lights, triangle shape, low altitude, slow speed. I have a military backround.",41610
11/20/13 20:00,Hollister,CA,Triangle,6-7 seconds,Triangular solid blue light flying over South end of Diablo Range in Hollister.,41610
11/20/13 18:25,Windermere,FL,Triangle,30 seconds,"Large, very Low, very slow flying triangular object with a light a each point.",41610
11/19/13 20:00,Albuquerque,NM,Triangle,10 minutes,Triangle shaped hovering lights.,41598
11/19/13 19:30,Flowery Branch,GA,Triangle,30 minutes,Looked like the sail of a sail boat with lights. Made a circular path across the sky. This lasted for about 30 minutes while I was walk,41598
11/19/13 18:20,Adel,GA,Triangle,5-7 minutes,"Triangle, rounded leading edges reddish /pink glow at tips of wing, white left to right pulsing light at rear.",41610
11/19/13 18:00,Lodi,WI,Triangle,5 minutes,Short line of bright white lights w/ red center + small triangle,41598
11/19/13 17:55,Rio Rancho,NM,Triangle,1 hour,"My daughter and I saw a triangular shape object with blue, then green, lights over some housing in Rio Rancho, NM.",41610
11/18/13 20:28,Nashville,TN,Triangle,3 minutes,"3 triangled crafts eastern Nashville, TN. red/orange/yellow lights.",41598
11/18/13 17:30,Oceanview,NJ,Triangle,30 seconds,"Two bright lights, triangle shape craft.",41598
11/14/13 18:40,Fredericton (Canada),NB,Triangle,1-2 minutes,Sighting of a Triangular Craft over Fredericton flying so low I could make out the details of it's underside.,41598
11/13/13 20:00,Portageville,MO,Triangle,hours,Multiple triangular objects with red and white lights spotted over southeast Missouri.,41598
11/13/13 20:00,Toms River,NJ,Triangle,0.0020833333,"Triangle craft seen over Toms River, N.J.",41649
11/13/13 19:30,La Crosse,WI,Triangle,10 seconds,Triangle air craft.,41598
11/13/13 18:22,Bridgewater,MA,Triangle,30 minutes,Sighting of a number of craft with white and red lights.,41598
11/13/13 01:21,Sammamish,WA,Triangle,0.0833333333,"Crazy triangle UFO, flashing designs in light show over Sammamish, WA",41598
11/12/13 21:25,Portage,WI,Triangle,3 minutes,Triangle shape lights 1 becoming 2 the one behind it disappearing and a new one in front. They disappeared strobing lights showed up.,41598
11/12/13 16:00,Florissant,CO,Triangle,3 minutes,"Open triangle shape, spherical corners, no lights,emitting a short, thick grey 'exhaust' trail while slow moving across daylight sky.",41655
11/11/13 21:19,East Troy,WI,Triangle,2 hours,"Multiple objects in the sky, moving, flashing, and disappearing",41598
11/11/13 06:25,Twin Falls,ID,Triangle,5-7 seconds,"Dull nosed, triangle object with no lights going slightly west of straight south at a fast speed.",41873
11/11/13 05:00,Savannah,MO,Triangle,4 seconds,Triangle over heartland.,41589
11/10/13 21:00,Tulsa,OK,Triangle,20 minutes,Video of giant triangular craft and helicopters that come shortly after and hover beneath it.,41589
11/10/13 19:00,Sylvan Lake,MI,Triangle,0.4166666667,((NUFORC Note: No information provided by witness. PD)),41598
11/10/13 00:30,Palm Coast,FL,Triangle,3 hours,"Triangular lighted objects suspended in sky above Palm Coast, Fl.",41589
11/10/13 00:15,Carter Lake,IA,Triangle,4 seconds,Transparent triangle object heading southeast.,41589
11/8/13 20:20,Tomball,TX,Triangle,18 minutes,Yellow lights in an triangle form seen by other people.,41589
11/7/13 20:00,Londonderry,NH,Triangle,1 minute,"3 bright white lights flying low towards Derry, NH.",41620
11/7/13 18:30,Falls Church,VA,Triangle,5 seconds,Very large triangle of star lights gliding across sky.,41589
11/6/13 10:00,Austin,MN,Triangle,,I could not believe what I was seeing! This huge triangle with tons of lights on the bottom of it. It appeared to be maybe 100 ft above,41589
11/5/13 23:30,Hubbard,OH,Triangle,2 hours,Bright orange lights in the shape of a triangle or star appear at night.,41589
11/5/13 21:28,Mayflower,AR,Triangle,0.9027777778,Bright light v shaped craft.,41589
11/5/13 19:22,Vallejo,CA,Triangle,10-12 seconds,Triangle shaped craft with orange lights flew quickly and silently.,41589
11/5/13 17:30,Oromocto (Canada),NB,Triangle,10 minutes,Strange orange triangle.,41589
11/4/13 23:00,Raleigh,NC,Triangle,3 minutes,"3 red lights on shadow outline of triangle shaped craft, slowly flying just above tree line silently. ((NUFORC Note: Venus?? PD))",41589
11/4/13 22:25,Clearwater,FL,Triangle,15 minutes,"I first witness this with my father, a rumbling noise outside. the sound would last about 1 minute, then about 30 seconds later you cou",41589
11/4/13 22:00,Key Largo,FL,Triangle,seconds,"Large bright white triangular shapes streaking across the sky coming to an abrupt stop, holding position for 10 sec. then disappearing",41589
11/4/13 20:09,Clearlake,CA,Triangle,5-6 minutes,"I and three others saw three triangle objects with lights, silently fly north of my house in a V formation .",41589
11/4/13 19:00,Mount Clemens,MI,Triangle,10 minutes,Triangular shaped light in the sky with a fourth orb following behind.,41589
11/3/13 20:00,Tomah,WI,Triangle,10-20 seconds,"Triangular shape craft with 5 lights, 1 at each point and 1 in-between each side on front of craft. It almost seemed slightly transpar",41589
11/3/13 19:00,Medford,OR,Triangle,2 minutes,"Hovering triangle shape, bright white light on each corner, silent, took off very fast.",41589
11/3/13 17:00,Fairfield,CT,Triangle,1 hour,As I was driving South from Milford to Fairfield on I95 at 5:00 PM I saw 2 triangular aircraft near each other VERY BRIGHTLY LIT (possi,41589
11/2/13 20:10,Santa Rosa,CA,Triangle,15 seconds,"Small, silent, unlit triangle craft.",41589
11/2/13 19:15,Buda,TX,Triangle,15 minutes,@7:15 pm my wife and I were driving down the fwy when we both noticed a purple ball of light hovering above a nearby neighborhood.,41589
11/2/13 07:15,Haddon Heights,NJ,Triangle,15 minutes,Brite lite in the sky very very brite north to south not normal! 4 of us saw it moved left to right then gone?,41589
11/1/13 17:00,Wisconsin Rapids,WI,Triangle,ongoing,Triangler shaped object by the placement of 3 bright lights spread aways apart,41684
10/30/13 20:58,Taylorsville,NC,Triangle,25 seconds,"UFO seen in Taylorsville, NC 28681.",41589
10/28/13 22:15,Mt. Vernon,OH,Triangle,2 minutes,"Orbs forming a triangle that came from the Stratosphere, went strait over dropped thousands of ft. and went strait all in one motion",41598
10/28/13 21:30,Longmeadow,MA,Triangle,~5-7 minutes,triangle shaped craft hovering in Massachusetts.,41589
10/27/13 21:00,Lexington,KY,Triangle,30-60 seconds,Amber-colored lights in triangle formation.,41589
10/26/13 23:00,Miami Beach,FL,Triangle,5-10 minutes,Dim star like object freely flying and joining with others,41589
10/26/13 22:00,North Canton,OH,Triangle,10,Shimmering Orange triangular light hovering in the sky above a house in North Canton Ohio,41589
10/26/13 20:15,Savage,MN,Triangle,2 minutes,"Triangular object, able to zig-zag in-flight without changing object orientation; emitted a beam and disappeared.",41589
10/26/13 19:25,Winston-Salem,NC,Triangle,,Red dots on arrow shaped object flying low and parallel to peters creek parkway,41589
10/26/13 19:00,Brunswick,MD,Triangle,3 minutes,Saw weirrd 3 lighted triangle craft aprox 7:00 pm over Brunswick Maryland last night.. Was driving! Looked like it was compied by civil,41589
10/26/13 07:55,Longmont,CO,Triangle,2.5 minutes,we were relaxing in our hot tub and whitnesed a boomarang shaped object that seemed to be camo. looked like a cloud fly by after about,41589
10/25/13 22:15,Loganville,GA,Triangle,30 minutes,Roughly 25 triangular foreign objects with red cores; all came from the south and dissappeared to the north.,41589
10/25/13 20:00,Des Moines,IA,Triangle,8-10 seconds,Large low-flying craft with orb like lights in a cross shape.,41589
10/24/13 23:00,Toledo,OH,Triangle,15 minutes,"Black triangle slowly flew over us, almost silent, and directly changed course, descended into wooded area",41589
10/24/13 22:45,Mansfield,TX,Triangle,5 seconds,"white 500 foot wide V shape craft flys over Mansfield, Texas at night",41589
10/24/13 22:40,Waterloo,IA,Triangle,1 minutes,Triangular aircraft with yellow and red lights.,41589
10/24/13 20:35,O'Fallon,MO,Triangle,minutes,"silent slow obtuse triangle, all black with perimeter white lights",41589
10/24/13 20:00,Plainview,NY,Triangle,1 hour,4 lights in the shape of a triangle were seen in the night sky.,41589
10/24/13 19:30,St. Louis,MO,Triangle,1 minute,Delta shaped object hovering over flatbed truck in St. Louis.,41747
10/23/13 20:45,Natick,MA,Triangle,1 minute,Orange triangular pattern aircraft?,41589
10/23/13 05:45,Milford,NH,Triangle,5 minutes,"Bright light in the distance, got closer large hovering craft with no noise above rt. 101.",41589
10/23/13 05:28,Marlboro,NJ,Triangle,90 seconds,Large low flying aircraft with flashing red lights flying just over the tree line. Seemed very peculiar and quite dangerous.,41570
10/22/13 01:00,Wentzville,MO,Triangle,30 minutes,"I was outside smoking a cigarette after work, facing North West. I noticed this object, which I thought was a plane at first.",41570
10/21/13 18:30,San Antonio,TX,Triangle,1 minute,Triangle shape.,41570
10/20/13 21:00,Manassas,VA,Triangle,1 hour,Huge up close triangular craft.,41570
10/20/13 19:42,Woonsocket,RI,Triangle,5 minutes,A flashing triangular object hovering in sky with white beaming lights and body changing color.,41570
10/20/13 10:20,Vineland,NJ,Triangle,still going on,Strange airship flying in a circurle path for the last 20:00mins and counting seems like it is following a orange glow ball.,41570
10/19/13 22:00,Ansonia,CT,Triangle,3 minutes,"3 lights, triangular, orange & white, hovering/turning/flipping.",41570
10/19/13 21:30,Silver Creek,GA,Triangle,~30 minutes,"Triangle UFO, very large craft. I have photographs of lights that were symmetrical to each other, can see the layout of the lights!",41570
10/19/13 21:30,Saint Louis,MO,Triangle,Minutes,I have been noticing a very bright light just S of Clayton in early evenings. The obj. usually appears to the south and west of S.,41570
10/18/13 20:15,Washington,PA,Triangle,5 minutes,"My Parents arrived home from at trip to the grocery store, and my mother noticed and bright light moving through the sky. As I exited m",41570
10/15/13 23:30,Reedsville,WV,Triangle,1 minute,"Dark-colored, silent, hovering triangle with red and white lights.",41610
10/15/13 20:00,Lindsay (Canada),ON,Triangle,2 minutes,"25 meter, low-flying, soundless black triangle drifting slowly, then accelerating to extreme speeds in a zigzag motion.",42011
10/15/13 09:15,Hunlock Creek,PA,Triangle,10 minutes,"I went outside for a cigarette, I was about a quarter of my cigarette gone and I notice a light from the left of me. I have a lake in t",41716
10/14/13 20:30,Point Arena,CA,Triangle,15 minutes,"2 very different incidences a week apart, triangler (tonight), and very bright far away organish glow.(10/9/2013)",41570
10/13/13 23:05,Kolhapur (India),,Triangle,2-3 seconds,"Place: Kolhapur, Maharashtra, India Location:- Chandwani Hall, Tarabai Park Time:- Indian standard time 23:05 (11:05 p.m. ) Lat",41561
10/13/13 21:15,Livonia,MI,Triangle,45-55 seconds,On 10/13/2013 at approximately 9:15 pm I saw a black V-Shaped flying object with four rectangle white lights on each side. The size of,41570
10/12/13 20:55,Austin,TX,Triangle,1 minute,"UFO lights over Austin, Texas ACL Fest During the Cure Concert.",41561
10/12/13 20:00,Suffolk,VA,Triangle,15 minutes,9 sets of 3 triangular aircraft.,41561
10/12/13 18:30,Clarkston,MI,Triangle,30 minutes,"Triangular object with 2 small round objects in clouds in daylight,1 of the objects took off at increadable speed.",41561
10/12/13 18:00,Las Vegas,NV,Triangle,,Right the sun was going down i stepped onto roof as i did every evening not at same times but this day was at this time and i laid back,42097
10/12/13 07:17,Strongsville,OH,Triangle,5 minutes,Three bright lights in triangle formation over Strongsville/Brunswick area. Moved together almost as if one craft.,41561
10/12/13 02:55,Schaumburg,IL,Triangle,,"I saw a large, low flying, silent, slow craft in the shape of a triangle. It was the color of the sky",42584
10/10/13 21:17,Lost Creek,WV,Triangle,45 seconds,Small triangle with 3 lights floating low over a field then slowly flying away.,41561
10/10/13 20:35,Canton,MI,Triangle,3 minutes,"Black triangle aircraft with white lights on each point, completely silent, seen flying low SW to NE.",41561
10/10/13 20:30,Colts Neck,NJ,Triangle,1 minutes,"Large, black triangle. Lights on corners. Aiming down. Round. Made almost no noise. Very slow moving. I froze.",41949
10/10/13 05:00,Aurburn,KY,Triangle,10 minutes,Three bright lights over field.,41561
10/10/13 04:00,Sandusky,OH,Triangle,Right now,Triangle shaped various different color lights moving really fast in various directions. ((NUFORC Note: Star?? PD)),41561
10/9/13 23:30,Kent,WA,Triangle,10 minutes,Five triangle shapped aircarft with blue lights.,41570
10/9/13 20:40,O'Fallon,MO,Triangle,15 seconds,"Dark boomerang craft, no lights, gliding across O'Fallon, Mo., skies",41561
10/8/13 00:34,Boulder,CO,Triangle,5 seconds,V shaped flying wing with lights in the whole shape of the wing like apartment lights or living area lights,41589
10/7/13 21:46,North Versailles,PA,Triangle,Ongoing,Light formation in the northern sector of the sky making erratic moves up down left to right. Often times did a bouncing formation.,41561
10/7/13 21:00,Old Station,CA,Triangle,5 minutes,Triangle shaped low flying quiet slow with lights with red center lights.,41570
10/6/13 22:30,Winter Park,FL,Triangle,5 minutes,Boyfriend and I saw triangular craft with bright yellow lights and a low humming sound pass bedroom window twice.,41561
10/6/13 17:00,Lincoln,NE,Triangle,3 hours,First seen in broad daylight.,41561
10/5/13 22:30,Milton,GA,Triangle,10 minutes,2 Bright Lights in triangle formation slowly headed north each light disappears one at a time.,41561
10/5/13 19:20,Bruceville,IN,Triangle,A few seconds,"Triangle shaped object, hovering at tree level. Bright green center light.",41589
10/4/13 21:50,Salem,OR,Triangle,15 minutes,"Low flying star-like object transforms into shining golden triangle in Salem, OR.",41561
10/4/13 21:50,Salem,OR,Triangle,15 minutes,Brilliant star-like object hovers above trees and shines bright lights before changing into golden triangle.,41561
10/4/13 20:00,Ryde (UK/England),,Triangle,7 seconds,"Triangular, hazy outline with various low hues and 6-8 large white double spots running out along wings.",41561
10/4/13 02:59,Lexington,SC,Triangle,7 minutes,Weird Unexplained events.,41561
10/3/13 19:55,Barre,VT,Triangle,2 minutes,"Object with triangle pattern lights, two white, one red moving slowly.",41561
10/3/13 00:10,Athens,GA,Triangle,5 minutes,Triangle-shaped object the size of a go-kart with blue/white lights.,41561
10/2/13 22:00,Caledonia,NY,Triangle,5 seconds,"Large triangle craft passed overhead, rotated, turned 90 degrees to the right, and vanished.",41561
10/1/13 22:30,Waterloo,IA,Triangle,1 minute,My girlfriend and I witnessed a bright orange triangular light in the sky.,41550
10/1/13 09:43,Muncie,IN,Triangle,2 hours,Bright Triangular Light Orb in the sky different flashing lights and appears closer each day.,41550
10/1/13 03:00,Colorado Springs,CO,Triangle,90 minutes,"Red, blue, white and green high in sky; didn't move.",41550
9/30/13 21:30,South Dennis,MA,Triangle,minute,"Heard humming, saw three white steady lights in triangle form, helicopter was flying near it... LOW altitude",41570
9/30/13 21:30,Scranton,PA,Triangle,2100,"Trail of stream of orbs followed by 3,large boomerang crafts tried capture whole even but phone battery died. was able to rev them leav",41550
9/30/13 20:30,Eagan,MN,Triangle,45 minutes,"((HOAX??)) Shimmering triangle, high altitude, intelligently controlled over Eagan, Minnesota. ((NUFORC Note: Venus?? PD))",41550
9/29/13 02:30,Tonawanda,NY,Triangle,2 minutes,Object passed overhead low in atmosphere silently with red and white lights around perimiter and orange tail glow. 5th sighting of this,41547
9/28/13 21:40,Lafayette,LA,Triangle,2 minutes,"Fire-orange glowing craft moved forward quickly, stopped, hovered, changed directions quickly, stopped, then disappeared into thin air.",41547
9/28/13 20:30,Akron,OH,Triangle,10 minutes,"Wx:CAVU/dark/calm. 3rd one had halo of red around yellow/orange lite. It dropped a ""flare"" that burned out 1/3 way down.",41547
9/28/13 15:30,Georgetown,CO,Triangle,,Captured in photograph in sky between mountains on Georgetown Loop Train Ride 3 circles in triangle formation with bright centers,41561
9/27/13 22:22,Morrow,OH,Triangle,45 seconds,Three orange lights/equilateral triangle over SW Ohio about 45 seconds then disappeared.,41547
9/25/13 21:00,Newport Beach,CA,Triangle,3 minutes,Hovering black triangle with different colored lights- dropped vertically within 3-5 seconds.,41561
9/24/13 23:00,Rapid City,MI,Triangle,15 minutes,Reddish Lights on a Triangle Seen by 8+ people.,41547
9/24/13 20:30,Richmond,VA,Triangle,30 minutes,"Multiple Triangular Craft over Richmond, Virginia.",41547
9/24/13 20:30,Murrells Inlet,SC,Triangle,3-4 minutes,Triangle Lights over BrookGreen Gardens.,41547
9/23/13 21:00,Millersburg,KY,Triangle,25-30 minutes,Low horizon extremely bright triangular rapid maneuverable white with intermittent long phase reddish-orange lights at points at base,41547
9/23/13 17:30,Denver,CO,Triangle,3 minutes,Triangular shaped object with a large round light on what appears to be the bottom.,41547
9/22/13 07:30,Albuquerque,NM,Triangle,,Bright light on eastside of Albuquerque nm,41547
9/20/13 23:08,Greenville,SC,Triangle,173 seconds,"Greenville, SC, woman takes 2min13 video of ufos 20Sept2013 and broadcast on local Fox 21 TV.",41547
9/20/13 21:45,DeLand,FL,Triangle,5 minutes,3 bright orange glowing objects in sky over deland florida moving from east to west in triangular form.,41547
9/20/13 21:45,Deland,FL,Triangle,5 minutes,"Triangular object with 3 glowing orange lights, silent and kept formation.",41547
9/20/13 20:45,Lehighton,PA,Triangle,3 minutes,"Triangle shaped craft with orange lights, every few sec. looked like shooting orange flames coming out of it.",41547
9/20/13 19:48,Chandigarh (India),,Triangle,2-3 minutes,"Saw UFO in chandigarh, India while I was sleeping alone at the terrace at night.",41570
9/19/13 21:05,Horseheads/Elmira,NY,Triangle,15 minutes,Triangular shaped hovering craft turned 360 degrees before rising rapidly and seemed to follow.,41547
9/18/13 21:10,Centerville,OH,Triangle,1-2 minutes,"Large Triangle shaped flying object was perfectly stationary then moved in a curve away from us over Centerville, Ohio off 675.",41547
9/18/13 09:00,Suffolk,VA,Triangle,10-15 minutes,We witnessed an object hovering approx 500-600 ft high from a distance of approx 1/4 mile away with orange/red illuminating lights.,41547
9/17/13 15:30,Mesa,AZ,Triangle,40+ minutes,2 ufo sighted above Superstition Mt Mesa Az 330am 9-17,41547
9/17/13 00:00,Fayetteville,AR,Triangle,45 seconds,"Triangle with orange lights traveled from 180° S to 240° SW over 45 seconds, then dropped vertically behind tree line.",41547
9/15/13 21:35,Charleston (south),SC,Triangle,6 seconds,"Hovering craft, completely silent.",41547
9/15/13 01:00,Lincolnville,ME,Triangle,>30 minutes,"Awakened in the middle of the night by a bright, focused light by my head coming through the skylight.",41620
9/15/13 00:45,Vancouver,WA,Triangle,5 minutes,North to south trajectory. Fireball orange in relatively straight line. One went over without sound very bright when seen in the north,41547
9/14/13 04:43,Mississauga (Canada),ON,Triangle,10 minutes,Triangular light formation above Lake Ontario merges into one and shoots across the sky.,41547
9/14/13 04:00,Lake Worth,FL,Triangle,3 minutes,"3 bright orange triangles slowly moved across the sky in a triangle formation, then the light emitting from each faded 1 by 1.",41547
9/14/13 00:00,Kill Devil Hill,NC,Triangle,2 seconds,"Object, with orange lights, huge, noiseless and moving at incredible speeds.",41547
9/12/13 23:30,Santa Barbara,CA,Triangle,~10 minutes,"Triangular, red and green lights, hovering and moving, varying from 300-1000+ feet in Santa Barbara, CA, 2 witnesses.",41547
9/12/13 20:30,Tacoma,WA,Triangle,3 minutes,Boomarang in shape 3 lights,41547
9/12/13 20:30,Ocean Springs,MS,Triangle,2 minutes,Dark Triangle hovering north of interstate highway,41547
9/12/13 18:30,Naperville,IL,Triangle,1 minute,"Naperville IL Triangle shaped UFO , video evidence.",41547
9/12/13,McMinnville,OR,Triangle,10 minutes,"Very slow moving object rectangular in shape with orange and red lights, making no sound.",41547
9/11/13 23:00,Hillsboro,OR,Triangle,15 seconds,Dull black triangle with 4 lights moved quickly overhead from horizon to horizon,41547
